car_id,car_name,brand,model,variant,price_ex_showroom_lakh,price_on_road_lakh,min_price_lakh,max_price_lakh,battery_capacity_kwh,claimed_range_km,real_world_range_km,charging_time_ac_hours,charging_time_dc_minutes,fast_charging_available,motor_power_kw,torque_nm,top_speed_kmph,acceleration_0_100_sec,body_type,segment,seating_capacity,boot_space_litres,ground_clearance_mm,safety_rating,airbags,transmission,drive_type,warranty_years,battery_warranty_years,battery_warranty_km,home_charging_supported,pros,cons,source_url,last_updated,status,price_text,range_text,battery_text,charging_text,useful_features,variants_count,image_url,image_source_url,data_source,data_collected_date,notes,sales_latest_month,sales_previous_month,sales_3_months_ago,sales_data_month,sales_source,price_score,range_score,battery_score,charging_score,safety_score,performance_score,family_score,city_size_score,city_score,highway_score,value_for_money_score,sales_volume_score,sales_momentum_score,rating_count_score,availability_score,variant_depth_score,popularity_score
tesla_model_y,Tesla Model Y,Tesla,Model Y,Model range,50.9,50.9,50.9,61.99,88.0,681.0,531.0,12.22,120.0,False,225.0,551.0,174.0,6.6,Sedan,Premium Sedan,5.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/tesla-cars/model-y/,2026-07-13,On sale / listed by CarWale,Rs. 50.90 - 61.99 Lakh,500 to 681 km,60 to 88 kWh,,Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/201411/model-y-exterior-right-front-three-quarter-5.png?isig=0&q=80,https://www.carwale.com/tesla-cars/model-y/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9361901573485102,0.5254730713245997,0.6749521988527725,0.0,0.6,0.5445846273291925,0.6625,0.64,0.5369293490682931,0.3821629225546304,0.6778669176587467,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.2588222909886148
bmw_ix1_lwb,BMW iX1 LWB,BMW,iX1 LWB,Model range,51.4,51.4,51.4,51.4,66.4,531.0,531.0,9.22,28.0,True,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/bmw-cars/ix1-lwb/,2026-07-13,On sale / listed by CarWale,Rs. 51.40 Lakh,531 km,66.4 kWh,"Charging Time (DC Fast Charger) 10-80 % : 30 mins, 130 / 10-80 % : 30 mins",ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/196035/ix1-lwb-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/bmw-cars/ix1-lwb/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9355205892199532,0.5254730713245997,0.46845124282982803,1.0,0.6,0.44246894409937887,0.6125,0.62,0.5692516631178799,0.6417397859086678,0.7708328868456167,0.0,0.44999999999999996,0.5,1.0,0.0,0.266499946421474
mini_cooper_se,Mini Cooper SE,Mini,Cooper SE,Model range,53.5,53.5,53.5,55.0,32.6,270.0,270.0,4.53,28.0,True,125.0,306.0,139.0,10.8,Hatchback,Premium Hatchback,4.0,250.0,170.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Adaptive Cruise Control; Hill Hold Control; Traction Control; TPMS; Ventilated Seats; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/mini-cars/cooper-se/,2026-07-13,On sale / listed by CarWale,Rs. 53.50 - 55.00 Lakh,270 km,32.6 kWh,DC fast charger that can charge the battery from 0-80 per cent in just 36 min / 0-80 per cent in just 36 min,Adaptive Cruise Control; Hill Hold Control; Traction Control; TPMS; Ventilated Seats; Panoramic Sunroof; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/108863/cooper-se-exterior-right-front-three-quarter-40.png?isig=0&q=80,https://www.carwale.com/mini-cars/cooper-se/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9327084030800133,0.14556040756914118,0.14531548757170176,1.0,0.6,0.25626940993788816,0.38,0.92,0.6358827817676567,0.40694529392353107,0.6817200613117793,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.25928466822697877
mercedes_benz_cla_ev,Mercedes-Benz CLA EV,Mercedes-Benz,CLA EV,Model range,55.0,55.0,55.0,64.0,85.5,792.0,618.0,9.0,28.0,True,225.0,551.0,174.0,6.6,Sedan,Premium Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/cla-ev/,2026-07-13,On sale / listed by CarWale,Rs. 55.00 - 64.00 Lakh,542 to 792 km,58 to 85.5 kWh,"Charging Time (AC Fast Charger) 0-100 % : 9 hrs, 11 / Charging Time (AC Fast Charger) 0-100 % : 6 hrs 30",ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/216979/cla-exterior-right-front-three-quarter-39.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/cla-ev/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9306996986943421,0.6521106259097526,0.6510516252390057,1.0,1.0,0.5445846273291925,0.8225,0.64,0.6256051102529865,0.7280144509389098,0.860926342268738,0.0,0.44999999999999996,0.5,1.0,0.08695652173913043,0.284267682811379
mini_countryman_electric,Mini Countryman Electric,Mini,Countryman Electric,Model range,55.65,55.65,55.65,67.4,64.6,462.0,440.0,8.97,28.0,True,140.0,343.0,144.0,10.2,Hatchback,Premium Hatchback,5.0,250.0,170.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Traction Control; TPMS; Wireless Charger; Cruise Control; Automatic Headlamps; AWD,Required app fields completed from model/spec references.,https://www.carwale.com/mini-cars/countryman-electric/,2026-07-13,On sale / listed by CarWale,Rs. 55.65 - 67.40 Lakh,440 to 462 km,64.6 kWh,"DC fast charger, it can go from 10-80 per cent in just 29 min / 10-80 per cent in just 29 min",Blind Spot Detection; High-beam Assist; Traction Control; TPMS; Wireless Charger; Cruise Control; Automatic Headlamps; AWD,4.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/181081/countryman-electric-exterior-right-front-three-quarter-13.png?isig=0&q=80,https://www.carwale.com/mini-cars/countryman-electric/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.929829260127218,0.3930131004366812,0.45124282982791586,1.0,1.0,0.2983113354037267,0.61,0.92,0.6613341994779074,0.5440290793078195,0.7815688549996931,0.0,0.44999999999999996,0.5,1.0,0.13043478260869565,0.2782230452086588
hyundai_ioniq_5,Hyundai Ioniq 5,Hyundai,Ioniq 5,Model range,55.7,55.7,55.7,55.7,84.0,690.0,690.0,7.58,28.0,True,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/hyundai-cars/ioniq-5/,2026-07-13,On sale / listed by CarWale,Rs. 55.70 Lakh,690 km,84 kWh,Charging Time (AC Fast Charger) 10-100 % : 7 hrs 35 / Charging Time (DC Fast Charger) 10-80 % : 18 mins,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/201627/ioniq-5-exterior-right-front-three-quarter-2.jpeg?isig=0&q=80,https://www.carwale.com/hyundai-cars/ioniq-5/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,10.0,20.0,0.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026,0.9297623033143623,0.7569141193595342,0.6367112810707457,1.0,1.0,0.44246894409937887,0.7725,0.62,0.6728455616105476,0.7620891308868336,0.8553001734719434,0.3417957944219598,0.0,0.5,1.0,0.0,0.40036983391605235
volvo_ec40,Volvo EC40,Volvo,EC40,Model range,59.0,59.0,59.0,59.0,78.0,530.0,530.0,10.83,120.0,False,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/volvo-cars/ec40/,2026-07-13,On sale / listed by CarWale,Rs. 59.00 Lakh,530 km,78 kWh,,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/150611/c40-recharge-exterior-right-front-three-quarter-3.jpeg?isig=0&q=80,https://www.carwale.com/volvo-cars/ec40/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9253431536658855,0.5240174672489083,0.5793499043977056,0.0,1.0,0.44246894409937887,0.7725,0.62,0.546565893151443,0.3609828717893081,0.7176929243979601,0.0,0.44999999999999996,0.5,1.0,0.0,0.26012315092775523
kia_ev6,Kia EV6,Kia,EV6,Model range,65.98,65.98,65.98,65.98,84.0,663.0,663.0,11.67,28.0,True,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/kia-cars/ev6/,2026-07-13,On sale / listed by CarWale,Rs. 65.98 Lakh,663 km,84 kWh,"Charging Time (DC Fast Charger) 10-80 % : 18 mins, 350 / DC fast charger, allowing the battery to be topped up from 10-80 per cent in 18 min",ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/186465/ev6-exterior-right-front-three-quarter-3.png?isig=0&q=80,https://www.carwale.com/kia-cars/ev6/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9159959825912286,0.7176128093158661,0.6367112810707457,1.0,1.0,0.44246894409937887,0.7725,0.62,0.602754014940994,0.7416524496641262,0.8447821850417299,0.0,0.44999999999999996,0.5,1.0,0.0,0.2753738622050076
mg_m9,MG M9,MG,M9,Model range,75.9,75.9,75.9,75.9,90.0,548.0,548.0,10.0,28.0,True,210.0,514.0,168.0,7.2,MUV/MPV,Premium MUV/MPV,7.0,300.0,180.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; TPMS; Wireless Charger; Panoramic Sunroof; Automatic Headlamps; Airbags,,https://www.carwale.com/mg-cars/m9/,2026-07-13,On sale / listed by CarWale,Rs. 75.90 Lakh,548 km,90 kWh,"Charging Time (AC Fast Charger) 0-100 % : 10 hrs, 11 / Charging Time (DC Fast Charger) : 1 hrs 30",ADAS; Blind Spot Detection; High-beam Assist; TPMS; Wireless Charger; Panoramic Sunroof; Automatic Headlamps; Airbags,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/139761/m9-exterior-right-front-three-quarter-3.png?isig=0&q=80,https://www.carwale.com/mg-cars/m9/,CarWale listing and model page,2026-07-11,,,,,,,0.9027117509206561,0.5502183406113537,0.6940726577437858,1.0,1.0,0.502542701863354,0.8125,0.58,0.5491687057153511,0.6666220774905749,0.8313990025865131,0.0,0.44999999999999996,0.5,1.0,0.0,0.2737678803103816
mg_cyberster,MG Cyberster,MG,Cyberster,Model range,77.5,77.5,77.5,77.5,77.0,580.0,580.0,12.08,28.0,True,305.0,747.0,202.0,3.3,Convertible,Premium Convertible,2.0,300.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Wireless Charger; Ventilated Seats; Panoramic Sunroof; Cruise Control; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/mg-cars/cyberster/,2026-07-13,On sale / listed by CarWale,Rs. 77.50 Lakh,580 km,77 kWh,"Charging Time (AC Fast Charger) 0-100 % : 12 hrs 5 / Charging Time (DC Fast Charger) 10-80 % : 40 mins, 144",ADAS; Blind Spot Detection; Wireless Charger; Ventilated Seats; Panoramic Sunroof; Cruise Control; AWD; Airbags,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/193375/cyberster-exterior-right-front-three-quarter-10.png?isig=0&q=80,https://www.carwale.com/mg-cars/cyberster/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.9005691329092735,0.5967976710334789,0.5697896749521989,1.0,0.6,0.7728260869565218,0.3025,0.45,0.47832133362204826,0.7449000063287134,0.7651897231880732,0.0,0.44999999999999996,0.5,1.0,0.0,0.2658227667825688
lexus_es,Lexus ES,Lexus,ES,Model range,89.99,89.99,89.99,89.99,74.68,580.0,580.0,7.0,28.0,True,225.0,551.0,174.0,6.6,Sedan,Luxury Sedan,5.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Automatic Headlamps; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/lexus-cars/es/,2026-07-13,On sale / listed by CarWale,Rs. 89.99 Lakh,580 km,74.68 kWh,"Charging Time (AC Fast Charger) 10-80 % : 7 hrs, 11 / Charging Time (DC Fast Charger) 10-80 % : 28 mins, 150",High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Automatic Headlamps; AWD; Airbags,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/219038/new-es-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/lexus-cars/es/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8838433210579176,0.5967976710334789,0.5476099426386234,1.0,0.6,0.5445846273291925,0.6625,0.64,0.6337937854126818,0.6992517144032476,0.7721565472959568,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.27013704654508003
audi_e_tron,Audi e-tron,Audi,e-tron,Model range,102.0,102.0,102.0,125.0,95.0,484.0,379.0,13.19,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/e-tron/,2026-07-13,On sale / listed by CarWale,Rs. 1.02 - 1.25 Crore,379 to 484 km,71 to 95 kWh,,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/39048/e-tron-exterior-right-front-three-quarter-7.png?isig=0&q=80,https://www.carwale.com/audi-cars/e-tron/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8677602946099765,0.3042212518195051,0.7418738049713193,1.0,1.0,0.7027562111801242,0.7725,0.62,0.43713033069881024,0.5787462931821675,0.8062346535044487,0.0,0.44999999999999996,0.5,1.0,0.08695652173913043,0.27770468015966426
audi_q8_e_tron,Audi Q8 e-tron,Audi,Q8 e-tron,Model range,115.0,115.0,115.0,127.0,114.0,582.0,491.0,15.83,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/q8-e-tron/,2026-07-13,On sale / listed by CarWale,Rs. 1.15 - 1.27 Crore,491 to 582 km,95 to 114 kWh,"DC fast charger, the batteries of the Audi Q8 e-tron can be charged from 10 to 80 per cent in just 31 min",High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/152943/q8-e-tron-exterior-right-front-three-quarter-15.png?isig=0&q=80,https://www.carwale.com/audi-cars/q8-e-tron/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8503515232674925,0.4672489082969432,0.9235181644359465,1.0,1.0,0.7027562111801242,0.7725,0.62,0.4578263741022772,0.6635206745504354,0.816333748612849,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.2754383107031071
audi_q8_sportback_e_tron,Audi Q8 Sportback e-tron,Audi,Q8 Sportback e-tron,Model range,119.0,119.0,119.0,132.0,114.0,600.0,505.0,15.83,28.0,True,395.0,968.0,233.0,3.3,Coupe,Luxury Coupe,5.0,300.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/q8-sportback-e-tron/,2026-07-13,On sale / listed by CarWale,Rs. 1.19 - 1.32 Crore,505 to 600 km,95 to 114 kWh,"DC fast charger, the batteries of the Audi Q8 Sportback e-tron can be charged from 10 to 80 per cent in just 31 min",High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/153789/q8-sportback-e-tron-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/audi-cars/q8-sportback-e-tron/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8449949782390358,0.487627365356623,0.9235181644359465,1.0,1.0,0.8804347826086958,0.6725,0.5,0.41095883407316514,0.7096531865071831,0.8247095764837512,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.27644341004761536
audi_e_tron_sportback,Audi e-tron Sportback,Audi,e-tron Sportback,Model range,120.0,120.0,120.0,126.0,95.0,484.0,484.0,13.19,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/e-tron-sportback/,2026-07-13,On sale / listed by CarWale,Rs. 1.20 - 1.26 Crore,484 km,95 kWh,,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/39045/e-tron-sportback-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/audi-cars/e-tron-sportback/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8436558419819217,0.4570596797671033,0.7418738049713193,1.0,1.0,0.7027562111801242,0.7725,0.62,0.4906237804804696,0.6582222757149186,0.8121998768960598,0.0,0.44999999999999996,0.5,1.0,0.043478260869565216,0.2749422460970924
bmw_i5,BMW i5,BMW,i5,Model range,120.0,120.0,120.0,120.0,83.9,516.0,516.0,11.65,120.0,False,295.0,723.0,198.0,3.7,Sedan,Luxury Sedan,5.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/bmw-cars/i5/,2026-07-13,On sale / listed by CarWale,Rs. 1.20 Crore,516 km,83.9 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/174353/i5-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/bmw-cars/i5/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8436558419819217,0.5036390101892285,0.635755258126195,0.0,0.6,0.7447981366459627,0.6625,0.64,0.5371386673403347,0.4108519126275914,0.6558482150437359,0.0,0.44999999999999996,0.5,1.0,0.0,0.2527017858052483
porsche_macan_turbo_ev,Porsche Macan Turbo EV,Porsche,Macan Turbo EV,Model range,122.0,122.0,122.0,175.0,100.0,641.0,641.0,13.89,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/porsche-cars/macan-turbo-ev/,2026-07-13,On sale / listed by CarWale,Rs. 1.22 - 1.75 Crore,641 km,100 kWh,10-80 per cent in about 21 min,Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/169989/macan-turbo-ev-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/porsche-cars/macan-turbo-ev/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8409775694676933,0.6855895196506551,0.7896749521988528,1.0,1.0,0.7027562111801242,0.7725,0.62,0.5609673511614758,0.7770577924543656,0.8361329366518477,0.0,0.44999999999999996,0.5,1.0,0.08695652173913043,0.28129247413735214
kia_ev9,Kia EV9,Kia,EV9,Model range,130.0,130.0,130.0,130.0,99.8,561.0,561.0,13.86,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,6.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/kia-cars/ev9/,2026-07-13,On sale / listed by CarWale,Rs. 1.30 Crore,561 km,99.8 kWh,"Charging Time (DC Fast Charger) 10-80 % : 24 mins, 350 / 10-80 % : 24 mins",Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/144485/ev9-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/kia-cars/ev9/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8302644794107801,0.5691411935953421,0.7877629063097515,1.0,0.6,0.7027562111801242,0.6825,0.62,0.5206236601826122,0.7165046629056029,0.7646027302601524,0.0,0.44999999999999996,0.5,1.0,0.0,0.2657523276312183
mercedes_benz_eqs,Mercedes-Benz EQS,Mercedes-Benz,EQS,Model range,130.0,130.0,130.0,130.0,107.8,857.0,857.0,14.97,28.0,True,315.0,772.0,205.0,3.3,Sedan,Luxury Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/eqs/,2026-07-13,On sale / listed by CarWale,Rs. 1.30 Crore,857 km,107.8 kWh,,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/131249/eqs-exterior-right-front-three-quarter-31.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/eqs/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8302644794107801,1.0,0.8642447418738051,1.0,1.0,0.7847826086956522,0.8225,0.64,0.6651349862258953,0.9569565217391305,0.8804201026913727,0.0,0.44999999999999996,0.5,1.0,0.0,0.2796504123229647
mercedes_benz_eqs_suv,Mercedes-Benz EQS SUV,Mercedes-Benz,EQS SUV,Model range,134.0,134.0,134.0,148.0,122.0,809.0,650.0,16.94,120.0,False,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/eqs-suv/,2026-07-13,On sale / listed by CarWale,Rs. 1.34 - 1.48 Crore,650 to 809 km,122 kWh,,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,4.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/187171/eqs-suv-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/eqs-suv/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8249079343823233,0.6986899563318777,1.0,0.0,0.6,0.7027562111801242,0.6125,0.62,0.5235414847161572,0.5038700195286012,0.6587426488983658,0.0,0.44999999999999996,0.5,1.0,0.13043478260869565,0.26348390047649956
bmw_ix,BMW iX,BMW,iX,Model range,140.0,140.0,140.0,140.0,111.5,635.0,635.0,15.49,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/bmw-cars/ix/,2026-07-13,On sale / listed by CarWale,Rs. 1.40 Crore,635 km,111.5 kWh,,Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/108499/ix-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/bmw-cars/ix/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,,0.8168731168396384,0.6768558951965066,0.8996175908221797,1.0,0.6,0.7027562111801242,0.6125,0.62,0.535872015109411,0.7725163077382083,0.7627252342792668,0.0,0.44999999999999996,0.5,1.0,0.0,0.26552702811351203
